"age","identifies_as_man","identifies_as_woman","identifies_as_hispanic_or_latinx","identifies_as_black","identifies_as_white","highest_education_level","length_in_this_facility","state","party","how_often_discuss_politics","how_get_news","ever_voted","direction_country_headed","how_often_officials_acting_in_your_interest","which_party_for_cj_reform","stance_on_assault_weapons_ban","stance_on_marijuana_legalization","stance_on_tightening_border_security","stance_on_raise_min_wage","race_affects_politics","should_incarcerated_vote","incarceration_impacts_motivation_to_vote","politics_changed_since_incarcerated","cj_important_issue_eliminating_mandatory_mins","cj_important_issue_reducing_racial_bias","cj_important_issue_abolishing_death_penalty","cj_important_issue_lowering_incarceration_rates_rural_communities","cj_important_issue_improving_prison_conds","cj_important_issue_restoring_voting_rights","cj_important_issue_reducing_prison_pop","cj_important_issue_ending_war_on_drugs","cj_important_issue_ending_private_prisons","cj_important_issue_lowering_sentences_violent_crimes","cj_important_issue_raising_wages_incarcerated_workers","who_vote_for","approve_disapprove_trump"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Local TV news","Yes","Wrong track","Sometimes","They're equally committed","Support","Strongly support","Support","Support","Not at all","Yes","No impact","Yes","1","0","0","0","1","0","0","0","0","1","0","Bernie Sanders","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Rarely","Local TV news","Yes","Wrong track","Never","Don't know / No opinion","Strongly support","Strongly support","Undecided","Strongly support","Not at all","No","Decreased my motivation to vote","Yes","1","0","0","1","0","0","0","0","0","0","0","Don't Know / Would not vote","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Never","Newspapers","Yes","Wrong track","Rarely","Neither is committed","Undecided","Strongly support","Support","Undecided","Not at all","Yes","No impact","No","0","1","0","0","1","0","1","0","0","0","0","Don't Know / Would not vote","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Newspapers","Yes","In between","Sometimes","Democrats","Oppose","Strongly support","Strongly support","Strongly support","Not at all","No","No impact","No","1","0","0","1","0","0","0","0","0","0","1","Elizabeth Warren","Approve"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Never","Newspapers","No","Wrong track","Sometimes","Democrats","Oppose","Strongly oppose","Undecided","Strongly support","Not at all","Yes","No impact","No","0","1","0","0","0","0","1","0","0","0","1","Bernie Sanders","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Rarely","Newspapers","Yes","No opinion","Don't know / No opinion","Neither is committed","Oppose","Strongly support","Oppose","Strongly support","Not sure","Yes","No impact","No","0","0","1","0","0","0","0","1","0","0","1","Don't Know / Would not vote","No opinion"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Very Frequently","Newspapers, Cable news, Word of mouth","Yes","In between","Sometimes","Democrats","Support","Strongly support","Support","Strongly support","Not at all","Don't know / No opinion","Increased my motivation to vote","Yes","1","0","0","0","0","0","1","1","0","0","0","Pete Buttigieg","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Cable news","Yes","Wrong track","Never","Neither is committed","Strongly support","Undecided","Undecided","Strongly support","Not at all","Yes","Increased my motivation to vote","No","0","0","0","0","0","0","1","0","0","1","1","Don't Know / Would not vote","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Frequently","Local TV news","Yes","In between","Rarely","Democrats","Undecided","Strongly support","Oppose","Support","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","0","1","0","0","1","0","Don't Know / Would not vote","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Rarely","Local TV news","Yes","Wrong track","Rarely","Don't know / No opinion","Undecided","Strongly support","Oppose","Strongly support","Not sure","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","1","1","0","0","0","0","Don't Know / Would not vote","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Very Frequently","Local TV news","No","In between","Sometimes","Democrats","Strongly support","Strongly support","Strongly oppose","Strongly support","Not at all","Yes","Increased my motivation to vote","No","1","0","0","0","0","0","1","0","0","0","1","Bernie Sanders","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Frequently","Newspapers","No","Wrong track","Rarely","They're equally committed","Strongly support","Strongly support","Strongly support","Strongly support","Somewhat","Yes","No impact","Yes","1","0","0","1","0","0","0","0","0","0","1","Don't Know / Would not vote","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Rarely","Local TV news","No","In between","Don't know / No opinion","Don't know / No opinion","Oppose","Undecided","Oppose","Strongly support","Not at all","Yes","No impact","No","0","0","0","0","1","0","1","0","0","0","1","Don't Know / Would not vote","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Frequently","Local TV news","Yes","Wrong track","Rarely","Neither is committed","Strongly support","Strongly support","Support","Strongly support","A great deal","Yes","Decreased my motivation to vote","Yes","0","0","0","0","0","0","1","1","1","0","0","Bernie Sanders","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Frequently","Local TV news","No","In between","Sometimes","Don't know / No opinion","Strongly oppose","Support","Support","Strongly support","Somewhat","Yes","Slightly increased my motivation to vote","Yes","0","0","0","0","1","0","1","0","0","0","1","Bernie Sanders","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Frequently","Local TV news","No","In between","Never","Neither is committed","Support","Strongly support","Undecided","Strongly support","Not sure","Yes","Decreased my motivation to vote","No","0","0","0","0","1","0","1","1","0","0","0","Joe Biden","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Local TV news","Yes","Wrong track","Rarely","Neither is committed","Strongly support","Support","Undecided","Oppose","Not at all","Yes","Increased my motivation to vote","Yes","0","0","0","0","1","0","1","0","0","0","1","Don't Know / Would not vote","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Local TV news","No","No opinion","Sometimes","Neither is committed","Undecided","Support","Undecided","Support","Not at all","Don't know / No opinion","No impact","No","0","0","0","0","0","0","1","1","1","0","0","Tom Steyer","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Rarely","Word of mouth","Yes","In between","Rarely","Don't know / No opinion","Support","Strongly support","Support","Oppose","Not sure","Yes","Increased my motivation to vote","No","1","0","0","0","0","0","1","0","0","0","1","Donald Trump","Approve"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Local TV news","Yes","In between","Rarely","Neither is committed","Strongly support","Strongly support","Strongly support","Undecided","Not at all","Yes","No impact","Yes","0","0","0","0","1","0","1","0","0","0","1","Joe Biden","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Frequently","Word of mouth","Yes","Wrong track","Rarely","Republicans","Oppose","Support","Strongly support","Undecided","Not at all","Yes","No impact","Yes","0","0","0","0","0","0","1","1","0","0","1","Elizabeth Warren","Approve"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Frequently","Cable news","Yes","In between","Rarely","Republicans","Strongly support","Strongly support","Support","Strongly support","Not sure","Yes","No impact","Yes","0","0","0","1","0","0","1","0","0","1","0","Elizabeth Warren","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Local TV news","Yes","In between","Rarely","Neither is committed","Undecided","Support","Undecided","Strongly support","Not at all","Yes","Slightly decreased my motivation to vote","Yes","0","0","1","0","1","0","0","0","0","1","0","Don't Know / Would not vote","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Rarely","Local TV news","Yes","Wrong track","Never","Neither is committed","Undecided","Strongly support","Oppose","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","Yes","0","0","0","0","0","1","1","0","0","0","1","Bernie Sanders","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Very Frequently","Newspapers","Yes","No opinion","Always","Republicans","Undecided","Strongly oppose","Strongly oppose","Undecided","Not at all","No","Slightly decreased my motivation to vote","No","0","0","0","0","0","0","0","0","0","0","1","Don't Know / Would not vote","No opinion"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Rarely","Cable news","Yes","In between","Don't know / No opinion","Democrats","Support","Strongly support","Undecided","Strongly support","Not at all","Yes","Slightly increased my motivation to vote","No","1","0","0","0","0","0","1","1","0","0","0","Bernie Sanders","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Word of mouth","No","Wrong track","Never","Neither is committed","Oppose","Strongly support","Strongly support","Strongly support","Not at all","Yes","No impact","No","1","0","0","0","1","1","0","0","0","0","0","Don't Know / Would not vote","No opinion"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Local TV news","No","In between","Rarely","Neither is committed","Support","Strongly support","Undecided","Strongly support","Not at all","Don't know / No opinion","No impact","No","0","0","0","0","0","0","1","1","0","0","1","Don't Know / Would not vote","Disapprove"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Cable news","No","In between","Sometimes","They're equally committed","Support","Support","Support","Strongly support","Not at all","Yes","No impact","No","1","0","0","0","0","0","1","0","0","0","1","Joe Biden","Approve"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Local TV news","Yes","In between","Sometimes","Neither is committed","Oppose","Strongly support","Support","Support","Not at all","Yes","Increased my motivation to vote","Yes","1","0","0","0","1","0","0","0","0","1","0","Donald Trump","Approve"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Local TV news","No","No opinion","Sometimes","Don't know / No opinion","Support","Support","Strongly support","Strongly support","Not at all","Yes","No impact","Yes","0","0","0","1","0","0","0","1","0","0","1","Don't Know / Would not vote","Approve"
"36 or older",FALSE,TRUE,FALSE,FALSE,TRUE,"Trade/technical/vocational training, Associate degree, college degree, or more","10 years or less",NA,"Independent","Occasionally","Local TV news","Yes","No opinion","Sometimes","They're equally committed","Oppose","Strongly support","Oppose","Strongly support","Somewhat","Yes","Slightly increased my motivation to vote","Yes","1","0","0","0","1","0","1","0","0","0","0","Julian Castro","Disapprove"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Frequently","Do not read / watch / listen to the news","No","Wrong track","Never","They're equally committed","Strongly oppose","Undecided","Strongly oppose","Undecided","Not at all","Yes","Slightly increased my motivation to vote","No","1","1","0","0","0","0","0","1","0","0","0","Donald Trump","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Rarely","Do not read / watch / listen to the news","No","Wrong track","Never","Don't know / No opinion","Support","Support","Support","Support","Not sure","Yes","No impact","No","1","0","0","0","0","0","1","0","0","1","0","Donald Trump","Approve"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Occasionally","Local TV news","No","Wrong track","Rarely","Don't know / No opinion","Strongly oppose","Strongly support","Support","Strongly support","Somewhat","Yes","Slightly increased my motivation to vote","Yes","1","0","0","0","0","0","1","1","0","0","0","Don't Know / Would not vote","No opinion"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other","Occasionally","Local TV news","Yes","Wrong track","Sometimes","Neither is committed","Undecided","Support","Strongly support","Strongly support","Not at all","No","Increased my motivation to vote","No","0","0","0","0","1","0","1","0","0","0","1","Donald Trump","Approve"
